X,Y,Crash_Type,Accident_Datetime,Location,Latitude,Longitude,Posted_Speed,Road_Type,Pedestrian_Age,Pedestrian_Gender,Pedestrian_City_of_Residence,Pedestrian_Zip_Code,Biker_Age,Biker_Gender,Biker_City_of_Residence,Biker_Zip_Code,Pedestrian_Injury_Severity,Pedestrian_to_Hospital,Biker_Injury_Severity,Biker_to_Hospital,ObjectId,Vehicle_Direction_of_Travel
-93.204,44.978,Pedestrian,2022/08/24 13:05:00+00,W CONCORDIA AVE,44.951,-93.1313,20,Municipal State Aid Street,,M,,,,,,,Suspected Serious Injury,Yes,,,827,Westbound
-93.073,44.974,Bike,2022/08/21 13:45:00+00,HIDDEN FALLS DR,44.908,-93.1918,15,Local or City Street,,,,,41,M,MINNEAPOLIS,554064512,,,Possible Injury,Yes,828,Northbound
-93.084,44.966,Pedestrian,2022/08/23 15:00:00+00,839,44.947,-93.1281,10,All other roads,44,M,SAINT PAUL,551046632,,,,,Possible Injury,Yes,,,829,Unknown
-93.066,44.977,Pedestrian,2022/08/23 16:27:00+00,W 7TH ST,44.943,-93.1041,30,State Trunk Highway,40,F,SAINT PAUL,551031371,,,,,Possible Injury,No,,,830,Westbound
-93.166,44.94,Bike,2022/08/23 13:01:00+00,E LARPENTEUR AVE,44.992,-93.0453,30,County State Aid Highway,,,,,13,M,ST PAUL,55106,,,Suspected Serious Injury,Yes,831,Eastbound
-93.08,44.955,Pedestrian,2022/08/22 19:00:00+00,S FINN ST,44.942,-93.1899,,Local or City Street,22,F,MINNEAPOLIS,554072637,,,,,Suspected Serious Injury,Yes,,,832,Westbound
-93.025,44.956,Pedestrian,2022/08/21 18:59:00+00,W LARPENTEUR AVE,44.992,-93.1059,30,County State Aid Highway,57,M,SAINT PAUL,55117,,,,,Suspected Minor Injury,No,,,833,Unknown
-93.187,44.919,Pedestrian,2022/08/20 22:23:00+00,E KELLOGG BLVD,44.95,-93.0812,30,Municipal State Aid Street,34,M,HAM LAKE,553045106,,,,,Suspected Minor Injury,Yes,,,834,Eastbound
-93.094,44.954,Pedestrian,2022/08/17 15:17:00+00,ESTABROOK DR,44.98,-93.1528,15,Local or City Street,3,M,,,,,,,Suspected Minor Injury,Yes,,,835,Eastbound
-93.116,44.947,Pedestrian,2022/08/13 10:30:00+00,E MARYLAND AVE,44.977,-93.0253,,County State Aid Highway,41,F,SAINT PAUL,551303440,,,,,Possible Injury,Yes,,,836,Northbound
-93.121,44.92,Pedestrian,2022/08/17 21:45:00+00,N ARCADE ST,44.976,-93.066,30,U.S. Trunk Highway,20,F,SAINT PAUL,551193902,,,,,Suspected Minor Injury,Yes,,,837,Unknown
-93.066,44.977,Pedestrian,2022/08/11 13:07:00+00,W 7TH ST,44.943,-93.1041,30,State Trunk Highway,49,F,WACONIA,553874557,,,,,Possible Injury,Yes,,,838,Southbound
-93.131,44.951,Bike,2022/08/11 10:45:00+00,N PROSPERITY AVE,44.977,-93.0405,30,County State Aid Highway,,,,,55,M,SAINT PAUL,551062731,,,Suspected Minor Injury,No,839,Northbound
-93.192,44.908,Pedestrian,2022/08/10 09:29:00+00,W THOMAS AVE,44.959,-93.1265,,Municipal State Aid Street,36,F,SAINT PAUL,551031619,,,,,Suspected Minor Injury,No,,,840,Unknown
-93.128,44.947,Pedestrian,2022/08/09 22:04:00+00,N BATES AVE,44.959,-93.0723,30,Local or City Street,,F,,,,,,,Possible Injury,No,,,841,Unknown
-93.104,44.943,Pedestrian,2022/08/09 17:23:00+00,E 7TH ST,44.949,-93.0936,30,State Trunk Highway,28,M,INVER GROVE HEIGHTS,550764488,,,,,Suspected Minor Injury,No,,,842,Unknown
-93.045,44.992,Pedestrian,2022/08/08 16:48:00+00,N CHESTNUT ST,44.944,-93.1053,,Local or City Street,30,F,BLOOMINGTON,554373333,,,,,Possible Injury,Yes,,,843,Unknown
-93.19,44.942,Bike,2022/08/01 19:03:00+00,165,44.961,-93.0254,30,All other roads,,,,,77,M,SAINT PAUL,55106,,,Suspected Minor Injury,No,844,Southbound
-93.106,44.992,Bike,2022/07/31 16:40:00+00,W UNIVERSITY AVE,44.956,-93.1594,,County State Aid Highway,,,,,10,M,MINNEAPOLIS,55405,,,Suspected Minor Injury,Yes,845,Eastbound
-93.081,44.95,Pedestrian,2022/07/28 19:30:00+00,W UNIVERSITY AVE,44.956,-93.1469,,County State Aid Highway,,,,,,,,,Suspected Minor Injury,No,,,846,Unknown
-93.153,44.98,Pedestrian,2022/07/28 19:30:00+00,W UNIVERSITY AVE,44.956,-93.1469,,County State Aid Highway,,,,,,,,,Suspected Minor Injury,No,,,847,Eastbound
-93.025,44.977,Bike,2022/07/26 16:30:00+00,W UNIVERSITY AVE,44.956,-93.1263,30,County State Aid Highway,,,,,35,M,MINNEAPOLIS,554041601,,,Suspected Minor Injury,No,848,Southbound
-93.066,44.976,Pedestrian,2022/07/24 01:20:00+00,RAMP450,44.951,-93.0154,30,All other roads,30,M,SAINT PAUL,551065337,,,,,Suspected Minor Injury,Yes,,,849,Eastbound
-93.104,44.943,Bike,2022/07/22 07:50:00+00,RAMP479,44.969,-93.1638,30,All other roads,,,,,30,M,MINNEAPOLIS,554061717,,,,No,850,Eastbound
-93.04,44.977,Pedestrian,2022/07/21 04:45:00+00,-- NOT ON ROADWAY --,44.946,-93.1653,,All other roads,47,M,MINNEAPOLIS,554033466,,,,,Possible Injury,Yes,,,851,Unknown
-93.127,44.959,Pedestrian,2022/07/21 04:45:00+00,-- NOT ON ROADWAY --,44.946,-93.1653,,All other roads,37,F,SAINT PAUL,551021895,,,,,Suspected Minor Injury,Yes,,,852,Unknown
-93.166,44.951,Bike,2022/07/15 18:45:00+00,N RICE ST,44.979,-93.106,30,County State Aid Highway,,,,,60,M,SAINT PAUL,551061001,,,Suspected Minor Injury,No,853,Eastbound
-93.156,44.954,Bike,2022/07/11 13:23:00+00,W MARYLAND AVE,44.977,-93.1162,30,County State Aid Highway,,,,,34,M,SAINT PAUL,55117,,,,No,854,Unknown
-93.177,44.944,Bike,2022/07/11 13:23:00+00,W MARYLAND AVE,44.977,-93.1162,30,County State Aid Highway,,,,,13,M,SAINT PAUL,55117,,,,No,855,Unknown
-93.053,44.968,Pedestrian,2022/07/11 17:58:00+00,N RICE ST,44.978,-93.1059,30,County State Aid Highway,72,M,,,,,,,Suspected Serious Injury,Yes,,,856,Northbound
-93.147,44.977,Pedestrian,2022/07/09 23:30:00+00,N JACKSON ST,44.98,-93.0964,25,County State Aid Highway,51,F,ST PAUL,55104,,,,,Suspected Minor Injury,Yes,,,857,Unknown
,,Bike,2022/07/09 11:59:00+00,N SIBLEY ST,44.948,-93.0879,25,Municipal State Aid Street,,,,,52,M,ST. PAUL,55101,,,Possible Injury,Yes,858,Westbound
-93.125,44.973,Bike,2022/07/06 07:30:00+00,S EVA ST,44.939,-93.0806,,Municipal State Aid Street,,,,,69,M,MINNEAPOLIS,554064472,,,Suspected Minor Injury,No,859,Southbound
-93.086,44.946,Bike,2022/07/08 07:50:00+00,E CASE AVE,44.97,-93.0254,30,Local or City Street,,,,,60,M,MAPLEWOOD,551197177,,,Suspected Serious Injury,Yes,860,Unknown
-93.01,44.935,Pedestrian,2022/07/07 11:23:00+00,S ROBERT ST,44.941,-93.0851,30,State Trunk Highway,54,F,LAKEVILLE,550445640,,,,,Suspected Minor Injury,Yes,,,861,Northbound
-93.057,44.961,Pedestrian,2022/07/05 19:32:00+00,E MARYLAND AVE,44.978,-93.0431,30,County State Aid Highway,40,M,SAINT PAUL,551063452,,,,,Suspected Minor Injury,Yes,,,862,Eastbound
-93.019,44.95,Pedestrian,2022/07/04 23:18:00+00,SHEPARD RD,44.945,-93.0866,40,County State Aid Highway,28,M,SAINT PAUL,551045415,,,,,Suspected Serious Injury,Yes,,,863,Eastbound
-93.036,44.963,Bike,2022/07/02 20:06:00+00,PHALEN DR,44.982,-93.0558,20,Local or City Street,,,,,21,F,SAINT PAUL,551062665,,,Suspected Minor Injury,No,864,Unknown
-93.01,44.951,Bike,2022/07/02 20:04:00+00,W 7TH ST,44.943,-93.1044,5,State Trunk Highway,,,,,54,M,SAINT PAUL,551072348,,,Suspected Minor Injury,No,865,Unknown
-93.131,44.956,Pedestrian,2022/07/01 20:55:00+00,W MARYLAND AVE,44.977,-93.1094,30,County State Aid Highway,8,M,SAINT PAUL,55106,,,,,Suspected Minor Injury,Yes,,,866,Unknown
-93.18,44.954,Pedestrian,2022/06/29 15:00:00+00,N RICE ST,44.956,-93.106,30,County State Aid Highway,16,F,,,,,,,Suspected Minor Injury,Yes,,,867,Southbound
-93.045,44.975,Bike,2022/06/26 22:25:00+00,N ATLANTIC ST,44.965,-93.0483,25,Local or City Street,,,,,48,M,MAHTOMEDI,55115,,,Possible Injury,Yes,868,Southbound
-93.133,44.953,Pedestrian,2022/06/24 23:37:00+00,E MARYLAND AVE,44.978,-93.066,30,County State Aid Highway,39,M,ROSEVILLE,551136731,,,,,Suspected Minor Injury,Yes,,,869,Eastbound
-93.126,44.956,Pedestrian,2022/06/24 19:49:00+00,MOUNDS BLVD,44.956,-93.0744,,U.S. Trunk Highway,18,M,SAINT PAUL,551064024,,,,,Suspected Minor Injury,No,,,870,Unknown
-93.187,44.931,Pedestrian,2022/06/23 20:32:00+00,E WHEELOCK PKWY,44.991,-93.085,25,Local or City Street,18,M,SAINT PAUL,551193925,,,,,Suspected Minor Injury,Yes,,,871,Unknown
-93.116,44.956,Pedestrian,2022/06/23 08:33:00+00,S WABASHA ST,44.948,-93.097,30,Municipal State Aid Street,61,F,SAINT PAUL,551023075,,,,,,No,,,872,Eastbound
-93.102,44.921,Bike,2022/06/21 17:40:00+00,N WALL ST,44.949,-93.0852,5,Municipal State Aid Street,,,,,18,M,ST PAUL,55106,,,,No,873,Unknown
-93.081,44.967,Pedestrian,2022/06/21 08:52:00+00,MINNESOTA ST,44.948,-93.0928,25,Local or City Street,69,M,SAINT PAUL,551174538,,,,,Suspected Minor Injury,No,,,874,Northbound
-93.055,44.982,Pedestrian,2022/06/20 23:11:00+00,W HIGHLAND PKWY,44.92,-93.167,,Municipal State Aid Street,45,M,SAINT PAUL,551021025,,,,,Suspected Serious Injury,Yes,,,875,Southbound
-93.091,44.967,Bike,2022/06/18 18:30:00+00,N CLARENCE ST,44.992,-93.0431,30,Local or City Street,,,,,26,M,SAINT PAUL,551062946,,,Suspected Serious Injury,No,876,Unknown
-93.066,44.978,Bike,2022/06/17 20:25:00+00,W FORD PKWY,44.918,-93.1899,10,County State Aid Highway,,,,,15,M,MINNEAPOLIS,55406,,,Suspected Minor Injury,No,877,Northbound
-93.19,44.962,Bike,2022/06/17 18:22:00+00,N FARINGTON ST,44.963,-93.1135,,Local or City Street,,,,,33,M,MINNEAPOLIS,554183022,,,Suspected Serious Injury,Yes,878,Westbound
-93.119,44.977,Bike,2022/06/17 14:27:00+00,W RANDOLPH AVE,44.927,-93.1389,25,County State Aid Highway,,,,,64,,SAINT PAUL,551024016,,,Possible Injury,No,879,Eastbound
-93.127,44.955,Pedestrian,2022/06/15 22:12:00+00,WARNER RD,44.948,-93.0694,60,All other roads,44,M,SAINT PAUL,551072624,,,,,Killed,No,,,880,Westbound
-93.025,44.981,Pedestrian,2022/06/11 12:02:00+00,W THOMAS AVE,44.959,-93.1162,25,Municipal State Aid Street,6,M,STPAUL,55103,,,,,Suspected Minor Injury,Yes,,,881,Southbound
-93.025,44.981,Bike,2022/06/10 22:10:00+00,E MINNEHAHA AVE,44.963,-93.0254,20,All other roads,,,,,36,M,SAINT PAUL,551064209,,,Possible Injury,No,882,Unknown
-93.077,44.992,Bike,2022/06/10 16:25:00+00,N EUSTIS ST,44.965,-93.2027,30,Local or City Street,,,,,47,F,MINNEAPOLIS,554171619,,,Suspected Minor Injury,No,883,Eastbound
-93.04,44.978,Pedestrian,2022/06/10 10:38:00+00,W UNIVERSITY AVE,44.956,-93.1671,30,County State Aid Highway,100,M,,,,,,,Suspected Minor Injury,No,,,884,Southbound
-93.102,44.948,Bike,2022/06/09 08:15:00+00,E HYACINTH AVE,44.98,-93.0662,25,Local or City Street,,,,,15,M,ST. PAUL,55101,,,Possible Injury,No,885,Eastbound
-93.166,44.904,Pedestrian,2022/06/08 20:10:00+00,-- NOT ON ROADWAY --,44.984,-93.0657,,All other roads,65,F,SAINT PAUL,551063330,,,,,,No,,,886,Unknown
-93.167,44.958,Pedestrian,2022/06/03 13:00:00+00,N RICE ST,44.965,-93.1059,10,County State Aid Highway,83,M,MAHTOMEDI,551156833,,,,,Suspected Minor Injury,No,,,887,Unknown
-93.154,44.909,Bike,2022/06/02 17:40:00+00,W ARLINGTON AVE,44.985,-93.1058,25,All other roads,,,,,14,M,SAINT PAUL,55107,,,Possible Injury,Yes,888,Southbound
-93.147,44.947,Bike,2022/05/31 19:34:00+00,JOHNSON PKWY,44.975,-93.0451,25,All other roads,,,,,18,M,ST PAUL,55106,,,Suspected Minor Injury,Yes,889,Unknown
-93.104,44.965,Pedestrian,2022/05/28 02:21:00+00,W MARSHALL AVE,44.948,-93.2003,,County State Aid Highway,46,M,MINNEAPOLIS,554121959,,,,,Killed,Yes,,,890,Westbound
-93.025,44.963,Pedestrian,2022/05/27 16:55:00+00,E SUBURBAN AVE,44.95,-93.0247,30,All other roads,31,M,SAINT PAUL,551065710,,,,,Suspected Minor Injury,Yes,,,891,Westbound
-93.167,44.92,Bike,2022/05/25 17:50:00+00,RAMP957,44.977,-93.0873,,All other roads,,,,,13,M,ST PAUL,55102,,,Possible Injury,No,892,Westbound
-93.167,44.953,Bike,2022/05/24 08:20:00+00,E MARYLAND AVE,44.977,-93.0889,,County State Aid Highway,,,,,14,M,ST PAUL,55130,,,,No,893,Unknown
-93.177,44.934,Pedestrian,2022/05/23 17:00:00+00,W JEFFERSON AVE,44.931,-93.1671,30,Municipal State Aid Street,29,F,SAINT PAUL,551052050,,,,,Suspected Minor Injury,No,,,894,Unknown
-93.081,44.936,Pedestrian,2022/05/20 00:32:00+00,E 7TH ST,44.955,-93.08,,All other roads,38,M,BLOOMINGTON,55420,,,,,Suspected Minor Injury,No,,,895,Unknown
-93.084,44.985,Bike,2022/05/17 13:20:00+00,E KELLOGG BLVD,44.946,-93.0891,30,Municipal State Aid Street,,,,,39,F,SAINT PAUL,551011681,,,Suspected Minor Injury,Yes,896,Northbound
-93.183,44.951,Bike,2022/05/15 04:40:00+00,N RICE ST,44.985,-93.1059,,County State Aid Highway,,,,,39,,SAINT PAUL,551174242,,,Possible Injury,No,897,Southbound
-93.172,44.901,Pedestrian,2022/05/13 20:46:00+00,E WILSON AVE,44.954,-93.0471,,Municipal State Aid Street,26,F,SAINT PAUL,551303583,,,,,Suspected Serious Injury,Yes,,,898,Unknown
-93.172,44.901,Pedestrian,2022/05/10 20:21:00+00,S ROBERT ST,44.929,-93.0807,30,Local or City Street,35,F,BURNSVILLE,553064679,,,,,Suspected Minor Injury,Yes,,,899,Unknown
-93.148,44.955,Pedestrian,2022/05/10 20:21:00+00,S ROBERT ST,44.929,-93.0807,30,Local or City Street,8,F,BURNSVILLE,55306,,,,,Suspected Minor Injury,Yes,,,900,Unknown
-93.146,44.953,Bike,2022/05/10 09:01:00+00,N FAIRVIEW AVE,44.942,-93.1772,25,Municipal State Aid Street,,,,,,,STPAUL,55104,,,Suspected Minor Injury,No,901,Southbound
-93.066,44.98,Bike,2022/05/07 21:08:00+00,N WEIDE ST,44.972,-93.0676,20,Local or City Street,,,,,12,F,SAINT PAUL,55106,,,Possible Injury,Yes,902,Unknown
-93.167,44.939,Pedestrian,2022/04/30 19:15:00+00,N MILTON ST,44.951,-93.1389,25,Local or City Street,52,M,SAINT PAUL,551175121,,,,,,No,,,903,Unknown
-93.153,44.955,Pedestrian,2022/04/28 16:30:00+00,NORTONIA AVE,44.967,-93.0112,20,Local or City Street,13,M,MINNETONKA,55345,,,,,Possible Injury,Yes,,,904,Unknown
-93.192,44.948,Pedestrian,2022/04/22 00:27:00+00,N DALE ST,44.958,-93.1264,25,County State Aid Highway,24,M,SAINT PAUL,551042729,,,,,Suspected Serious Injury,Yes,,,905,Unknown
-93.156,44.909,Pedestrian,2022/04/20 19:37:00+00,E NEBRASKA AVE,44.987,-93.0226,20,Local or City Street,36,M,SAINT PAUL,551194222,,,,,Suspected Minor Injury,Yes,,,906,Unknown
-93.025,44.988,Pedestrian,2022/04/20 19:37:00+00,E NEBRASKA AVE,44.987,-93.0226,20,Local or City Street,26,F,APPLE VALLEY,551248388,,,,,Suspected Minor Injury,Yes,,,907,Unknown
-93.064,44.963,Pedestrian,2022/04/20 19:37:00+00,E NEBRASKA AVE,44.987,-93.0226,20,Local or City Street,52,M,SAINT PAUL,551194222,,,,,Possible Injury,No,,,908,Eastbound
-93.025,44.963,Pedestrian,2022/04/19 07:38:00+00,N CLEVELAND AVE,44.951,-93.1874,,County State Aid Highway,27,F,MINNEAPOLIS,554083720,,,,,Possible Injury,No,,,909,Southbound
-93.084,44.949,Pedestrian,2022/04/09 17:09:00+00,W UNIVERSITY AVE,44.956,-93.1352,35,All other roads,40,M,SAINT PAUL,551042696,,,,,Suspected Serious Injury,Yes,,,910,Westbound
-93.106,44.956,Pedestrian,2022/04/07 20:59:00+00,E MARYLAND AVE,44.978,-93.066,35,County State Aid Highway,50,F,SAINT PAUL,551042311,,,,,Suspected Minor Injury,Yes,,,911,Eastbound
-93.093,44.944,Bike,2022/04/05 00:25:00+00,N ARCADE ST,44.963,-93.066,30,U.S. Trunk Highway,,,,,25,F,ST. PAUL,55106,,,Suspected Minor Injury,No,912,Unknown
-93.189,44.927,Pedestrian,2022/03/30 11:58:00+00,E 14TH ST,44.955,-93.0979,25,Local or City Street,19,F,ST. PAUL,55117,,,,,,No,,,913,Unknown
-93.136,44.922,Pedestrian,2022/03/23 06:42:00+00,COMO AVE,44.977,-93.1665,35,County State Aid Highway,66,F,SAINT PAUL,551082644,,,,,Suspected Minor Injury,Yes,,,914,Eastbound
-93.066,44.977,Pedestrian,2022/03/22 16:10:00+00,RAMPEDGECUMBE RD,44.904,-93.1773,30,All other roads,24,F,SAINT PAUL,551065109,,,,,Possible Injury,Yes,,,915,Unknown
-93.126,44.941,Pedestrian,2022/03/22 16:10:00+00,RAMPEDGECUMBE RD,44.904,-93.1773,30,All other roads,25,99,COON RAPIDS,554333052,,,,,Possible Injury,No,,,916,Unknown
-93.104,44.979,Pedestrian,2022/03/21 15:30:00+00,S LEXINGTON ST,44.913,-93.1492,25,County State Aid Highway,69,F,ST. PAUL,55101,,,,,Suspected Minor Injury,Yes,,,917,Westbound
-93.025,44.952,Pedestrian,2022/03/18 14:30:00+00,W NEBRASKA ST,44.986,-93.1073,20,Local or City Street,14,F,ST. PAUL,55117,,,,,Possible Injury,Yes,,,918,Eastbound
-93.129,44.949,Pedestrian,2022/03/17 22:24:00+00,E 6TH ST,44.947,-93.094,20,Municipal State Aid Street,59,M,SAINT PAUL,551064001,,,,,Suspected Serious Injury,Yes,,,919,Unknown
-93.061,44.957,Pedestrian,2022/03/17 15:07:00+00,W UNIVERSITY AVE,44.956,-93.1465,30,County State Aid Highway,16,M,SAINT PAUL,55117,,,,,Suspected Serious Injury,Yes,,,920,Eastbound
-93.025,44.963,Pedestrian,2022/03/17 09:08:00+00,OLD HUDSON RD,44.951,-93.0081,,Municipal State Aid Street,33,F,SAINT PAUL,551065503,,,,,,No,,,921,Unknown
-93.063,44.958,Bike,2022/03/12 12:15:00+00,W KELLOGG BLVD,44.944,-93.0929,25,Municipal State Aid Street,,,,,34,M,SAINT PAUL,55107,,,Suspected Minor Injury,Yes,922,Unknown
-93.025,44.984,Pedestrian,2022/03/10 14:12:00+00,N WESTERN AVE,44.955,-93.1162,20,Municipal State Aid Street,53,F,ST PAUL,55103,,,,,Suspected Minor Injury,Yes,,,923,Southbound
-93.153,44.91,Pedestrian,2022/03/09 16:00:00+00,N PAYNE AVE,44.968,-93.0735,,Municipal State Aid Street,65,F,PAYNE,55106,,,,,Suspected Minor Injury,No,,,924,Westbound
-93.16,44.907,Pedestrian,2022/03/08 18:22:00+00,W STEVENS ST,44.929,-93.1022,,Local or City Street,73,F,SAINT PAUL,551072615,,,,,Suspected Serious Injury,Yes,,,925,Unknown
-93.193,44.962,Pedestrian,2022/03/09 01:10:00+00,W CENTRAL AVE,44.953,-93.147,30,Local or City Street,34,M,MINNEAPOLIS,554041601,,,,,Suspected Minor Injury,No,,,926,Unknown
,,Pedestrian,2022/03/08 15:55:00+00,JACKSON ST,44.955,-93.0963,25,Municipal State Aid Street,17,M,SAINT PAUL,551173828,,,,,,No,,,927,Unknown
-93.043,44.978,Pedestrian,2022/03/06 20:46:00+00,W GRAND AVE,44.94,-93.1577,25,All other roads,34,F,MINNEAPOLIS,554171363,,,,,Suspected Serious Injury,Yes,,,928,Westbound
-93.195,44.974,Pedestrian,2022/03/01 19:50:00+00,W DAYTON AVE,44.947,-93.1263,25,Local or City Street,24,M,ST.PAUL,55104,,,,,Suspected Minor Injury,Yes,,,929,Southbound
-93.162,44.95,Bike,2022/03/01 13:00:00+00,S WABASHA ST,44.948,-93.0969,25,Municipal State Aid Street,,,,,58,M,SAINT PAUL,55104,,,Suspected Minor Injury,Yes,930,Westbound
-93.066,44.962,Pedestrian,2022/02/20 18:20:00+00,N CLEVELAND AVE,44.954,-93.1875,30,All other roads,76,M,SAINT PAUL,551045034,,,,,Killed,Yes,,,931,Southbound
-93.061,44.978,Pedestrian,2022/02/12 17:56:00+00,W ENGLEWOOD AVE,44.964,-93.1672,,Local or City Street,20,99,SAINT PAUL,551041171,,,,,,No,,,932,Southbound
-93.025,44.982,Pedestrian,2022/02/11 04:55:00+00,-- NOT ON ROADWAY --,44.955,-93.0213,,All other roads,44,F,MINNEAPOLIS,55407,,,,,,No,,,933,Unknown
-93.1,44.947,Pedestrian,2022/01/28 20:37:00+00,N RICE ST,44.981,-93.1059,,County State Aid Highway,64,M,SAINT PAUL,551043719,,,,,Suspected Serious Injury,Yes,,,934,Unknown
-93.039,44.992,Pedestrian,2022/01/27 11:25:00+00,W 7TH ST,44.913,-93.1491,30,State Trunk Highway,54,M,ST PAUL,55101,,,,,Suspected Serious Injury,Yes,,,935,Southbound
-93.074,44.97,Pedestrian,2022/01/21 13:20:00+00,W 7TH ST,44.943,-93.1041,20,State Trunk Highway,67,M,MENDOTA HEIGHTS,551201918,,,,,Possible Injury,No,,,936,Unknown
-93.167,44.956,Pedestrian,2022/01/19 16:00:00+00,E MARYLAND AVE,44.978,-93.0433,30,County State Aid Highway,11,M,SAINT PAUL,55106,,,,,Suspected Minor Injury,Yes,,,937,Unknown
-93.167,44.956,Pedestrian,2022/01/12 11:00:00+00,W UNIVERSITY AVE,44.956,-93.1265,25,County State Aid Highway,19,F,SAINT PAUL,551031515,,,,,,No,,,938,Unknown
-93.078,44.96,Pedestrian,2022/01/11 16:35:00+00,N RICE ST,44.976,-93.1059,30,County State Aid Highway,,M,UNKNOWN,55117,,,,,,No,,,939,Northbound
-93.025,44.957,Pedestrian,2022/01/10 15:45:00+00,S DUNLAP ST,44.939,-93.1492,25,Local or City Street,59,M,ST. PAUL,55102,,,,,Possible Injury,No,,,940,Southbound
-93.106,44.958,Pedestrian,2022/01/05 16:30:00+00,W UNIVERSITY AVE,44.956,-93.1262,30,County State Aid Highway,29,M,SAINT PAUL,551251842,,,,,Possible Injury,Yes,,,941,Unknown
-93.088,44.95,Pedestrian,2022/01/02 14:42:00+00,934,44.94,-93.1704,30,All other roads,71,F,MENDOTA HEIGHTS,55120,,,,,Suspected Minor Injury,No,,,942,Westbound
